ticket_id,customer_id,region,created_at,category,priority,status,description
TKT-1838,USR-84299,Midwest,2026-06-20 09:44:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-1839,USR-10633,Midwest,2026-06-20 11:51:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1840,USR-46264,Midwest,2026-06-20 10:15:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-1841,USR-72908,Midwest,2026-06-20 11:08:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1842,USR-82308,West,2026-06-20 14:28:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-1843,USR-46780,West,2026-06-20 03:11:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1844,USR-92132,West,2026-06-20 04:57:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1845,USR-92788,West,2026-06-20 02:46:00,Login Issue,Low,Solved,Customer inquiry regarding login issue issue.
TKT-1846,USR-87337,West,2026-06-20 00:52:00,Refund Request,High,Open,Customer inquiry regarding refund request issue.
TKT-1847,USR-81233,West,2026-06-20 06:58:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1848,USR-61445,West,2026-06-20 17:30:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1849,USR-27548,West,2026-06-20 07:57:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-1850,USR-57692,West,2026-06-20 14:32:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-1851,USR-99674,West,2026-06-20 16:00:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-1852,USR-30869,West,2026-06-20 05:48:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-1853,USR-57028,Southeast,2026-06-21 21:55:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-1854,USR-44649,Southeast,2026-06-21 01:14:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-1855,USR-77880,Southeast,2026-06-21 11:14:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1856,USR-15230,Southeast,2026-06-21 11:24:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1857,USR-93042,Southeast,2026-06-21 20:20:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-1858,USR-81349,Southeast,2026-06-21 08:53:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-1859,USR-57880,Southeast,2026-06-21 18:11:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1860,USR-59326,Southeast,2026-06-21 18:41:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1861,USR-73813,Southeast,2026-06-21 07:33:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1862,USR-28214,Southeast,2026-06-21 15:56:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-1863,USR-94341,Southeast,2026-06-21 14:10:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-1864,USR-57477,Southeast,2026-06-21 08:13:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1865,USR-64344,Southeast,2026-06-21 19:45:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1866,USR-72786,Southeast,2026-06-21 10:46:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-1867,USR-12942,Southeast,2026-06-21 06:37:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-1868,USR-31119,Southeast,2026-06-21 07:02:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-1869,USR-29249,Southeast,2026-06-21 04:40:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-1870,USR-63143,Southeast,2026-06-21 01:10:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-1871,USR-21239,Northeast,2026-06-21 19:36:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1872,USR-32356,Northeast,2026-06-21 06:28:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1873,USR-86368,Northeast,2026-06-21 07:53:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1874,USR-31983,Northeast,2026-06-21 05:39:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1875,USR-87410,Northeast,2026-06-21 23:43:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-1876,USR-24230,Northeast,2026-06-21 02:14:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1877,USR-29603,Northeast,2026-06-21 00:12:00,Refund Request,High,Open,Customer inquiry regarding refund request issue.
TKT-1878,USR-88618,Northeast,2026-06-21 19:06:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-1879,USR-22214,Northeast,2026-06-21 01:56:00,Refund Request,High,Closed,Customer inquiry regarding refund request issue.
TKT-1880,USR-10157,Northeast,2026-06-21 15:42:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-1881,USR-58546,Northeast,2026-06-21 21:41:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-1882,USR-73192,Northeast,2026-06-21 01:44:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1883,USR-22807,Northeast,2026-06-21 12:22:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-1884,USR-20986,Northeast,2026-06-21 13:08:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1885,USR-34775,Northeast,2026-06-21 09:38:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1886,USR-78490,Northeast,2026-06-21 00:45:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-1887,USR-51405,Northeast,2026-06-21 03:33:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1888,USR-95403,Northeast,2026-06-21 13:23:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-1889,USR-46118,Midwest,2026-06-21 17:27:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-1890,USR-83080,Midwest,2026-06-21 21:25:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-1891,USR-73407,Midwest,2026-06-21 15:11:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-1892,USR-28096,Midwest,2026-06-21 08:19:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1893,USR-31206,Midwest,2026-06-21 21:07:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-1894,USR-82165,West,2026-06-21 03:13:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1895,USR-31068,West,2026-06-21 19:44:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1896,USR-71822,West,2026-06-21 12:40:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1897,USR-39067,West,2026-06-21 19:27:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1898,USR-62513,West,2026-06-21 11:05:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-1899,USR-17531,West,2026-06-21 19:41:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-1900,USR-36438,West,2026-06-21 05:40:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1901,USR-14405,West,2026-06-21 21:59:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1902,USR-57151,Southeast,2026-06-22 22:14:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1903,USR-46167,Southeast,2026-06-22 07:41:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1904,USR-86818,Southeast,2026-06-22 12:22:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-1905,USR-21818,Southeast,2026-06-22 06:33:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1906,USR-55625,Southeast,2026-06-22 17:18:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-1907,USR-35496,Southeast,2026-06-22 11:52:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-1908,USR-44223,Southeast,2026-06-22 14:59:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1909,USR-19487,Southeast,2026-06-22 05:26:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-1910,USR-43776,Southeast,2026-06-22 16:18:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-1911,USR-59424,Southeast,2026-06-22 17:52:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1912,USR-99337,Southeast,2026-06-22 18:30:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-1913,USR-25239,Southeast,2026-06-22 14:57:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-1914,USR-98724,Southeast,2026-06-22 08:04:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1915,USR-77699,Southeast,2026-06-22 22:14:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1916,USR-47655,Southeast,2026-06-22 17:00:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-1917,USR-19965,Northeast,2026-06-22 02:25:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1918,USR-56338,Northeast,2026-06-22 17:59:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1919,USR-99536,Northeast,2026-06-22 06:57:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1920,USR-41726,Northeast,2026-06-22 06:31:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1921,USR-91080,Northeast,2026-06-22 08:13:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1922,USR-98580,Northeast,2026-06-22 11:09:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1923,USR-15539,Northeast,2026-06-22 21:31:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-1924,USR-85303,Northeast,2026-06-22 15:23:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1925,USR-26809,Midwest,2026-06-22 16:17:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-1926,USR-14268,Midwest,2026-06-22 01:33:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-1927,USR-69925,Midwest,2026-06-22 16:22:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1928,USR-11103,Midwest,2026-06-22 03:44:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1929,USR-23205,Midwest,2026-06-22 00:43:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-1930,USR-81901,Midwest,2026-06-22 10:23:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1931,USR-54970,Midwest,2026-06-22 08:15:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-1932,USR-64931,Midwest,2026-06-22 11:11:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1933,USR-46651,Midwest,2026-06-22 22:48:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-1934,USR-99916,Midwest,2026-06-22 14:11:00,Refund Request,Low,Solved,Customer inquiry regarding refund request issue.
TKT-1935,USR-40907,West,2026-06-22 07:52:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1936,USR-29601,West,2026-06-22 17:27:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-1937,USR-75483,West,2026-06-22 15:51:00,Login Issue,Low,Open,Customer inquiry regarding login issue issue.
TKT-1938,USR-51383,West,2026-06-22 04:57:00,Bug Report,High,Solved,Customer inquiry regarding bug report issue.
TKT-1939,USR-16253,West,2026-06-22 15:19:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-1940,USR-38241,West,2026-06-22 12:06:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1941,USR-53864,West,2026-06-22 08:30:00,Bug Report,Low,Open,Customer inquiry regarding bug report issue.
TKT-1942,USR-63970,Southeast,2026-06-23 17:59:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-1943,USR-85609,Southeast,2026-06-23 03:22:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1944,USR-47304,Southeast,2026-06-23 18:41:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1945,USR-68580,Southeast,2026-06-23 11:20:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-1946,USR-92799,Southeast,2026-06-23 02:24:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1947,USR-65288,Southeast,2026-06-23 04:55:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-1948,USR-20369,Southeast,2026-06-23 20:39:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1949,USR-95591,Southeast,2026-06-23 05:21:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1950,USR-45553,Southeast,2026-06-23 09:45:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-1951,USR-78280,Southeast,2026-06-23 14:49:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-1952,USR-26389,Southeast,2026-06-23 14:26:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1953,USR-37600,Southeast,2026-06-23 23:15:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-1954,USR-72021,Southeast,2026-06-23 05:25:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1955,USR-20911,Southeast,2026-06-23 17:03:00,Login Issue,Medium,Solved,Customer inquiry regarding login issue issue.
TKT-1956,USR-95830,Northeast,2026-06-23 03:16:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-1957,USR-68085,Northeast,2026-06-23 12:19:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1958,USR-13744,Northeast,2026-06-23 20:08:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-1959,USR-71235,Northeast,2026-06-23 01:42:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-1960,USR-27709,Northeast,2026-06-23 17:59:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-1961,USR-69840,Northeast,2026-06-23 22:34:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-1962,USR-78610,Northeast,2026-06-23 20:47:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-1963,USR-73131,Northeast,2026-06-23 20:40:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1964,USR-57943,Northeast,2026-06-23 17:14:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1965,USR-10012,Northeast,2026-06-23 13:16:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1966,USR-71498,Northeast,2026-06-23 16:52:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1967,USR-49270,Northeast,2026-06-23 17:00:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-1968,USR-40305,Northeast,2026-06-23 00:49:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-1969,USR-83472,Northeast,2026-06-23 00:35:00,Billing,Low,Open,Customer inquiry regarding billing issue.
TKT-1970,USR-38913,Midwest,2026-06-23 22:47:00,Bug Report,Medium,Open,Customer inquiry regarding bug report issue.
TKT-1971,USR-77713,Midwest,2026-06-23 08:05:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1972,USR-47313,Midwest,2026-06-23 19:51:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-1973,USR-34641,Midwest,2026-06-23 20:47:00,Refund Request,Medium,Open,Customer inquiry regarding refund request issue.
TKT-1974,USR-93478,Midwest,2026-06-23 02:11:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-1975,USR-74486,West,2026-06-23 14:39:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-1976,USR-80119,West,2026-06-23 06:20:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1977,USR-26389,West,2026-06-23 00:11:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1978,USR-21822,West,2026-06-23 22:28:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1979,USR-65082,West,2026-06-23 04:00:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-1980,USR-14159,West,2026-06-23 09:50:00,Shipping,Medium,Open,Customer inquiry regarding shipping issue.
TKT-1981,USR-61435,West,2026-06-23 10:05:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-1982,USR-42778,West,2026-06-23 02:34:00,Shipping,Low,Closed,Customer inquiry regarding shipping issue.
TKT-1983,USR-60436,West,2026-06-23 12:53:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1984,USR-70402,West,2026-06-23 14:15:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-1985,USR-52344,Southeast,2026-06-24 21:13:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1986,USR-78278,Southeast,2026-06-24 05:40:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-1987,USR-36047,Southeast,2026-06-24 03:16:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1988,USR-24801,Southeast,2026-06-24 11:56:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-1989,USR-31936,Southeast,2026-06-24 07:40:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-1990,USR-11170,Southeast,2026-06-24 08:37:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-1991,USR-30315,Southeast,2026-06-24 01:37:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-1992,USR-75525,Southeast,2026-06-24 11:49:00,Login Issue,Low,Closed,Customer inquiry regarding login issue issue.
TKT-1993,USR-17834,Southeast,2026-06-24 02:43:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-1994,USR-24076,Southeast,2026-06-24 11:41:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-1995,USR-94495,Southeast,2026-06-24 04:31:00,Product Question,Medium,Solved,Customer inquiry regarding product question issue.
TKT-1996,USR-12798,Southeast,2026-06-24 11:51:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-1997,USR-42859,Southeast,2026-06-24 22:24:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-1998,USR-48628,Southeast,2026-06-24 01:31:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-1999,USR-34461,Northeast,2026-06-24 17:44:00,Shipping,Low,Solved,Customer inquiry regarding shipping issue.
TKT-2000,USR-46087,Northeast,2026-06-24 17:22:00,Billing,High,Open,Customer inquiry regarding billing issue.
TKT-2001,USR-79617,Northeast,2026-06-24 19:58:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2002,USR-58118,Northeast,2026-06-24 04:28:00,Billing,Medium,Solved,Customer inquiry regarding billing issue.
TKT-2003,USR-34318,Northeast,2026-06-24 14:00:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-2004,USR-52034,Northeast,2026-06-24 00:39:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-2005,USR-34886,Northeast,2026-06-24 23:04:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-2006,USR-90352,Northeast,2026-06-24 16:43:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2007,USR-24478,Northeast,2026-06-24 09:20:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2008,USR-27009,Northeast,2026-06-24 03:33:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2009,USR-84843,Midwest,2026-06-24 03:31:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2010,USR-78920,Midwest,2026-06-24 20:53:00,Shipping,High,Open,Customer inquiry regarding shipping issue.
TKT-2011,USR-58018,Midwest,2026-06-24 19:44:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2012,USR-37359,Midwest,2026-06-24 07:38:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2013,USR-57307,Midwest,2026-06-24 20:31:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-2014,USR-90862,Midwest,2026-06-24 17:47:00,Shipping,Medium,Closed,Customer inquiry regarding shipping issue.
TKT-2015,USR-49833,Midwest,2026-06-24 08:33:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-2016,USR-40279,Midwest,2026-06-24 02:13:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2017,USR-96098,West,2026-06-24 17:24:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-2018,USR-83156,West,2026-06-24 07:36:00,Bug Report,Low,Solved,Customer inquiry regarding bug report issue.
TKT-2019,USR-56918,West,2026-06-24 13:47:00,Login Issue,High,Solved,Customer inquiry regarding login issue issue.
TKT-2020,USR-23644,West,2026-06-24 21:29:00,Bug Report,High,Open,Customer inquiry regarding bug report issue.
TKT-2021,USR-76151,West,2026-06-24 05:50:00,Product Question,High,Open,Customer inquiry regarding product question issue.
TKT-2022,USR-68066,West,2026-06-24 10:42:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-2023,USR-58722,West,2026-06-24 11:57:00,Billing,High,Closed,Customer inquiry regarding billing issue.
TKT-2024,USR-89745,West,2026-06-24 13:48:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2025,USR-82120,West,2026-06-24 07:36:00,Refund Request,Low,Open,Customer inquiry regarding refund request issue.
TKT-2026,USR-62047,West,2026-06-24 23:16:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-2027,USR-49562,Southeast,2026-06-25 09:38:00,Login Issue,High,Closed,Customer inquiry regarding login issue issue.
TKT-2028,USR-12844,Southeast,2026-06-25 00:19:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2029,USR-82918,Southeast,2026-06-25 22:52:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-2030,USR-14946,Southeast,2026-06-25 18:59:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2031,USR-58114,Southeast,2026-06-25 14:22:00,Product Question,Low,Closed,Customer inquiry regarding product question issue.
TKT-2032,USR-22046,Southeast,2026-06-25 18:15:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-2033,USR-52558,Southeast,2026-06-25 18:25:00,Refund Request,Low,Closed,Customer inquiry regarding refund request issue.
TKT-2034,USR-22499,Southeast,2026-06-25 15:11:00,Shipping,High,Solved,Customer inquiry regarding shipping issue.
TKT-2035,USR-60010,Southeast,2026-06-25 19:41:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-2036,USR-66925,Southeast,2026-06-25 02:49:00,Login Issue,Medium,Closed,Customer inquiry regarding login issue issue.
TKT-2037,USR-11498,Southeast,2026-06-25 13:59:00,Login Issue,Low,Solved,Customer inquiry regarding login issue issue.
TKT-2038,USR-49948,Southeast,2026-06-25 20:49:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2039,USR-29605,Southeast,2026-06-25 16:02:00,Billing,High,Solved,Customer inquiry regarding billing issue.
TKT-2040,USR-16621,Southeast,2026-06-25 10:32:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2041,USR-85399,Southeast,2026-06-25 21:46:00,Shipping,Medium,Solved,Customer inquiry regarding shipping issue.
TKT-2042,USR-61684,Northeast,2026-06-25 16:05:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-2043,USR-84899,Northeast,2026-06-25 04:08:00,Billing,Low,Open,Customer inquiry regarding billing issue.
TKT-2044,USR-21151,Northeast,2026-06-25 23:03:00,Refund Request,Medium,Closed,Customer inquiry regarding refund request issue.
TKT-2045,USR-27677,Northeast,2026-06-25 12:32:00,Shipping,High,Closed,Customer inquiry regarding shipping issue.
TKT-2046,USR-95491,Northeast,2026-06-25 15:35:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-2047,USR-42275,Northeast,2026-06-25 18:12:00,Refund Request,High,Solved,Customer inquiry regarding refund request issue.
TKT-2048,USR-99749,Northeast,2026-06-25 07:04:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-2049,USR-65514,Northeast,2026-06-25 18:05:00,Login Issue,High,Open,Customer inquiry regarding login issue issue.
TKT-2050,USR-87840,Northeast,2026-06-25 11:22:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-2051,USR-90769,Northeast,2026-06-25 20:01:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-2052,USR-40603,Northeast,2026-06-25 14:39:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-2053,USR-24728,Northeast,2026-06-25 06:43:00,Billing,Low,Closed,Customer inquiry regarding billing issue.
TKT-2054,USR-54993,Midwest,2026-06-25 19:59:00,Product Question,Medium,Closed,Customer inquiry regarding product question issue.
TKT-2055,USR-71759,Midwest,2026-06-25 22:51:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-2056,USR-37770,Midwest,2026-06-25 00:21:00,Product Question,High,Solved,Customer inquiry regarding product question issue.
TKT-2057,USR-73311,Midwest,2026-06-25 06:34:00,Refund Request,Medium,Solved,Customer inquiry regarding refund request issue.
TKT-2058,USR-59362,Midwest,2026-06-25 19:46:00,Product Question,High,Closed,Customer inquiry regarding product question issue.
TKT-2059,USR-43483,Midwest,2026-06-25 18:57:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-2060,USR-45557,Midwest,2026-06-25 05:03:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-2061,USR-60940,West,2026-06-25 01:29:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2062,USR-24141,West,2026-06-25 21:17:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
TKT-2063,USR-59899,West,2026-06-25 00:18:00,Bug Report,Medium,Closed,Customer inquiry regarding bug report issue.
TKT-2064,USR-88263,West,2026-06-25 16:45:00,Login Issue,Medium,Open,Customer inquiry regarding login issue issue.
TKT-2065,USR-70029,West,2026-06-25 17:05:00,Product Question,Low,Solved,Customer inquiry regarding product question issue.
TKT-2066,USR-42426,West,2026-06-25 17:59:00,Bug Report,Low,Closed,Customer inquiry regarding bug report issue.
TKT-2067,USR-30578,West,2026-06-25 16:19:00,Billing,Medium,Open,Customer inquiry regarding billing issue.
TKT-2068,USR-46159,Southeast,2026-06-26 11:40:00,Billing,Low,Solved,Customer inquiry regarding billing issue.
TKT-2069,USR-82737,Southeast,2026-06-26 01:40:00,Billing,Medium,Closed,Customer inquiry regarding billing issue.
TKT-2070,USR-96105,Southeast,2026-06-26 08:14:00,Product Question,Medium,Open,Customer inquiry regarding product question issue.
TKT-2071,USR-98866,Southeast,2026-06-26 04:05:00,Bug Report,Medium,Solved,Customer inquiry regarding bug report issue.
TKT-2072,USR-64700,Southeast,2026-06-26 19:55:00,Bug Report,High,Closed,Customer inquiry regarding bug report issue.
